original_text,translated_text,experience
"वॉल्यूम आउटपुट थोड़ा धीमा , फ्रंट पेनल स्पीकर कारण आवाज म्युजिक सुनना थोड़ा मुश्किल ।","The volume output slightly slow, the front penal speaker is a little difficult to listen to the voice music.",negative
"जिंक 7इंच केपेसिटिव डिसप्ले चुना , सच बेहतरीन चीज ।","Zinc chose 7 inch capsitive display, true best thing.",positive
लोगों समूह मुंबई शहर काम सरकारी गैर सरकारी कर्मचारियों दोपहर खाना कार्यस्थल पहुंचाने काम ।,People group Mumbai city work government non -government employees to deliver lunch work.,neutral
"लैपटॉप आपको मार्केट 41,990 रुपये दाम मिल ।","Laptop you get a price of Rs 41,990.",neutral
गेमिंग मज़ा उठाना फोन पसंद ।,Gaming fun likes like phone.,positive
दिल्ली वेस्ट पंजाबी बाग स्थित ट्रैफिक ट्रेनिंग पार्क आपको खेल खेल रोड सेफ्टी रूल्स बारे बताया जाता ।,"Traffic Training Park located at Delhi West Punjabi Bagh, you were told about sports road safety rules.",positive
हालांकि पूरी फिल्म दौरान बात ऊपर सोच पाते फिल्म विश्वास परे ।,"However, during the entire film, the film could think above the film Vishwas.",neutral
फ्रंट बैक दोनों साइड जिओनी ईलाइफ s7 कॉर्निंग गोरिल्ला ग्लास प्रोटेक्शन ।,Front Back Both side Gione Elife S7 Corning Gorilla Glass Protection.,neutral
"समय स्पेस अधिक दिक्कत , फिल्म देखते व्यक्ति वस्तु रगड़ सी प्रतीत ।","Time space is more difficult, the person seems to be rubbing the object.",neutral
"फिल्म प्रचार गुरमीत चौधरी नाम शोर मचाया , फिल्म कम स्पेस फुटेज मिला ।","Film promotion Gurmeet Chaudhary Naam Shore Machaaya, the film was found to be low space footage.",neutral
रवि कुमार भयानक हादसे साधारण कहानी बना देते ।,Ravi Kumar would have made a simple story in terrible accidents.,neutral
सेंटर हफ्ते सातों दिन खुला ।,The center opened seven days week.,neutral
शाहिद कपूर हैदर बाहरी रूप अच्छी अंगीकार ।,Shahid Kapoor Hyder external form good adoption.,positive
डॉली डोली पूरी सोनम कपूर फिल्म ।,Dolly Doli Puri Sonam Kapoor film.,positive
जिससे एक्सटर्नल मॉनिटर कनेक्ट ।,Which causes the external monitor connect.,neutral
"इलेक्ट्रॉनिक्स तथा होम एप्लायंस सामान बनाने वाली दक्षिण कोरियाई कंपनी एलजी अब ऎसे फ्रिज , कुकर तथा वॉशिंग मशीन लेकर आई मोबाइल फोन टेक्सट मैसेज जरिए ऑपरेट ।","South Korean company LG, which manufactures electronics and home appliances, now operate through mobile phone text messages with such fridge, cooker and washing machine.",neutral
